timestamp_ms,series_id,value
1700000350000,instance-0000,0.203073
1700000351000,instance-0000,0.202709
1700000352000,instance-0000,0.202368
1700000353000,instance-0000,0.202047
1700000354000,instance-0000,0.201749
1700000355000,instance-0000,0.201472
1700000356000,instance-0000,0.201216
1700000357000,instance-0000,0.200980
1700000358000,instance-0000,0.200765
1700000359000,instance-0000,0.200570
1700000360000,instance-0000,0.200395
1700000361000,instance-0000,1.200000
1700000362000,instance-0000,0.200102
1700000363000,instance-0000,0.199985
1700000364000,instance-0000,0.199885
1700000365000,instance-0000,0.199804
1700000366000,instance-0000,0.199741
1700000367000,instance-0000,0.199696
1700000368000,instance-0000,0.199668
1700000369000,instance-0000,0.199657
1700000370000,instance-0000,0.199663
1700000371000,instance-0000,0.199685
1700000372000,instance-0000,0.199723
1700000373000,instance-0000,0.199777
1700000374000,instance-0000,0.199847
1700000375000,instance-0000,0.199931
1700000376000,instance-0000,0.200031
1700000377000,instance-0000,0.200145
1700000378000,instance-0000,0.200273
1700000379000,instance-0000,0.200416
1700000380000,instance-0000,0.200572
1700000381000,instance-0000,0.200741
1700000382000,instance-0000,0.200924
1700000383000,instance-0000,0.201119
1700000384000,instance-0000,0.201327
1700000385000,instance-0000,0.201547
1700000386000,instance-0000,0.201779
1700000387000,instance-0000,1.200000
1700000388000,instance-0000,0.202277
1700000389000,instance-0000,0.202544
1700000390000,instance-0000,0.202821
1700000391000,instance-0000,0.203108
1700000392000,instance-0000,0.203406
1700000393000,instance-0000,0.203714
1700000394000,instance-0000,0.204031
1700000395000,instance-0000,0.204359
1700000396000,instance-0000,0.204695
1700000397000,instance-0000,0.205040
1700000398000,instance-0000,0.205395
1700000399000,instance-0000,0.205757
1700000400000,instance-0000,0.206128
1700000401000,instance-0000,0.206507
1700000402000,instance-0000,0.206894
1700000403000,instance-0000,0.207289
1700000404000,instance-0000,0.207690
1700000405000,instance-0000,0.208099
1700000406000,instance-0000,0.208515
1700000407000,instance-0000,0.208937
1700000408000,instance-0000,0.209366
1700000409000,instance-0000,0.209802
1700000410000,instance-0000,0.210243
1700000411000,instance-0000,0.210690
1700000412000,instance-0000,0.211142
1700000413000,instance-0000,0.211600
1700000414000,instance-0000,0.212064
1700000415000,instance-0000,0.212532
1700000416000,instance-0000,0.213005
1700000417000,instance-0000,0.213483
1700000418000,instance-0000,1.200000
1700000419000,instance-0000,0.214452
1700000420000,instance-0000,0.214942
1700000421000,instance-0000,0.215437
1700000422000,instance-0000,0.215935
1700000423000,instance-0000,0.216437
1700000424000,instance-0000,0.216942
1700000425000,instance-0000,0.217450
1700000426000,instance-0000,0.217962
1700000427000,instance-0000,0.218476
1700000428000,instance-0000,0.218993
1700000429000,instance-0000,0.219513
1700000430000,instance-0000,0.220034
1700000431000,instance-0000,0.220558
1700000432000,instance-0000,0.221085
1700000433000,instance-0000,0.221613
1700000434000,instance-0000,0.222142
1700000435000,instance-0000,0.222674
1700000436000,instance-0000,0.223206
1700000437000,instance-0000,0.223740
1700000438000,instance-0000,0.224275
1700000439000,instance-0000,0.224812
1700000440000,instance-0000,0.225348
1700000441000,instance-0000,0.225886
1700000442000,instance-0000,0.226424
1700000443000,instance-0000,0.226962
1700000444000,instance-0000,0.227501
1700000445000,instance-0000,0.228040
1700000446000,instance-0000,0.228578
1700000447000,instance-0000,0.229116
1700000448000,instance-0000,0.229654
1700000449000,instance-0000,0.230192
1700000450000,instance-0000,0.230729
1700000451000,instance-0000,0.231264
1700000452000,instance-0000,0.231799
1700000453000,instance-0000,0.232333
1700000454000,instance-0000,0.232866
1700000455000,instance-0000,0.233397
1700000456000,instance-0000,0.233926
1700000457000,instance-0000,0.234454
1700000458000,instance-0000,0.234980
1700000459000,instance-0000,0.235504
1700000460000,instance-0000,0.236026
1700000461000,instance-0000,0.236545
1700000462000,instance-0000,0.237062
1700000463000,instance-0000,0.237577
1700000464000,instance-0000,0.238089
1700000465000,instance-0000,0.238598
1700000466000,instance-0000,0.239103
1700000467000,instance-0000,0.239606
1700000468000,instance-0000,0.240105
1700000469000,instance-0000,0.240601
1700000470000,instance-0000,0.241093
1700000471000,instance-0000,0.241582
1700000472000,instance-0000,1.147426
1700000473000,instance-0000,0.242547
1700000474000,instance-0000,0.243023
1700000475000,instance-0000,0.243495
1700000476000,instance-0000,0.243962
1700000477000,instance-0000,0.244424
1700000478000,instance-0000,0.244882
1700000479000,instance-0000,0.245335
1700000480000,instance-0000,0.245783
1700000481000,instance-0000,0.246225
1700000482000,instance-0000,0.246662
1700000483000,instance-0000,0.247094
1700000484000,instance-0000,0.247520
1700000485000,instance-0000,0.247940
1700000486000,instance-0000,0.248354
1700000487000,instance-0000,0.248762
1700000488000,instance-0000,0.249164
1700000489000,instance-0000,0.249560
1700000490000,instance-0000,0.249949
1700000491000,instance-0000,0.250331
1700000492000,instance-0000,0.250707
1700000493000,instance-0000,0.251075
1700000494000,instance-0000,0.251437
1700000495000,instance-0000,0.251792
1700000496000,instance-0000,0.252139
1700000497000,instance-0000,0.252479
1700000498000,instance-0000,0.252811
1700000499000,instance-0000,0.253136
1700000500000,instance-0000,0.253453
1700000501000,instance-0000,0.253763
1700000502000,instance-0000,0.254064
1700000503000,instance-0000,0.254358
1700000504000,instance-0000,0.254643
1700000505000,instance-0000,0.254920
1700000506000,instance-0000,0.255189
1700000507000,instance-0000,0.255450
1700000508000,instance-0000,0.255702
1700000509000,instance-0000,0.255946
1700000510000,instance-0000,0.256181
1700000511000,instance-0000,0.256407
1700000512000,instance-0000,0.256625
1700000513000,instance-0000,0.256834
1700000514000,instance-0000,0.257034
1700000515000,instance-0000,0.257225
1700000516000,instance-0000,0.257408
1700000517000,instance-0000,0.257581
1700000518000,instance-0000,0.257746
1700000519000,instance-0000,0.257902
1700000520000,instance-0000,0.258048
1700000521000,instance-0000,0.258186
1700000522000,instance-0000,0.258315
1700000523000,instance-0000,0.258435
1700000524000,instance-0000,0.258545
1700000525000,instance-0000,0.258647
1700000526000,instance-0000,0.258740
1700000527000,instance-0000,0.258824
1700000528000,instance-0000,0.258900
1700000529000,instance-0000,0.258966
1700000530000,instance-0000,0.259024
1700000531000,instance-0000,0.259074
1700000532000,instance-0000,0.259114
1700000533000,instance-0000,0.259146
1700000534000,instance-0000,0.259170
1700000535000,instance-0000,0.259186
1700000536000,instance-0000,0.259193
1700000537000,instance-0000,0.259192
1700000538000,instance-0000,0.259184
1700000539000,instance-0000,0.259167
1700000540000,instance-0000,0.259143
1700000541000,instance-0000,0.259111
1700000542000,instance-0000,0.259072
1700000543000,instance-0000,0.259026
1700000544000,instance-0000,0.258972
1700000545000,instance-0000,0.258912
1700000546000,instance-0000,0.258845
1700000547000,instance-0000,0.258772
1700000548000,instance-0000,0.258693
1700000549000,instance-0000,0.258607
1700000550000,instance-0000,0.258516
1700000551000,instance-0000,0.258419
1700000552000,instance-0000,0.258317
1700000553000,instance-0000,0.258210
1700000554000,instance-0000,0.258098
1700000555000,instance-0000,0.257981
1700000556000,instance-0000,0.257861
1700000557000,instance-0000,0.257736
1700000558000,instance-0000,0.257607
1700000559000,instance-0000,0.257476
1700000560000,instance-0000,0.257341
1700000561000,instance-0000,0.257204
1700000562000,instance-0000,0.257064
1700000563000,instance-0000,0.256922
1700000564000,instance-0000,0.256778
1700000565000,instance-0000,0.256634
1700000566000,instance-0000,0.256488
1700000567000,instance-0000,0.256341
1700000568000,instance-0000,0.256194
1700000569000,instance-0000,0.256048
1700000570000,instance-0000,0.255902
1700000571000,instance-0000,0.255757
1700000572000,instance-0000,0.255613
1700000573000,instance-0000,0.255471
1700000574000,instance-0000,0.255331
1700000575000,instance-0000,0.255193
1700000576000,instance-0000,0.255059
1700000577000,instance-0000,0.254928
1700000578000,instance-0000,0.254801
1700000579000,instance-0000,0.254678
1700000580000,instance-0000,0.254560
1700000581000,instance-0000,0.254447
1700000582000,instance-0000,0.254340
1700000583000,instance-0000,0.254239
1700000584000,instance-0000,0.254144
1700000585000,instance-0000,0.254057
1700000586000,instance-0000,0.253976
1700000587000,instance-0000,0.253904
1700000588000,instance-0000,0.253841
1700000589000,instance-0000,0.253786
1700000590000,instance-0000,0.253741
1700000591000,instance-0000,0.253705
1700000592000,instance-0000,0.253680
1700000593000,instance-0000,0.253665
1700000594000,instance-0000,0.253662
1700000595000,instance-0000,0.253671
1700000596000,instance-0000,0.253692
1700000597000,instance-0000,0.253725
1700000598000,instance-0000,0.253772
1700000599000,instance-0000,0.253833
1700000000000,instance-0001,0.276246
1700000001000,instance-0001,0.276073
1700000002000,instance-0001,0.275905
1700000003000,instance-0001,0.275744
1700000004000,instance-0001,0.275589
1700000005000,instance-0001,0.275441
1700000006000,instance-0001,0.275300
1700000007000,instance-0001,0.275168
1700000008000,instance-0001,0.275045
1700000009000,instance-0001,0.274930
1700000010000,instance-0001,0.274826
1700000011000,instance-0001,0.274731
1700000012000,instance-0001,0.274648
1700000013000,instance-0001,0.274576
1700000014000,instance-0001,0.274515
1700000015000,instance-0001,0.274467
1700000016000,instance-0001,0.274432
1700000017000,instance-0001,0.274411
1700000018000,instance-0001,0.274403
1700000019000,instance-0001,0.274410
1700000020000,instance-0001,0.274432
1700000021000,instance-0001,0.274470
1700000022000,instance-0001,0.274523
1700000023000,instance-0001,0.274593
1700000024000,instance-0001,0.274680
1700000025000,instance-0001,0.274784
1700000026000,instance-0001,0.274906
1700000027000,instance-0001,0.275047
1700000028000,instance-0001,0.275206
1700000029000,instance-0001,0.275385
1700000030000,instance-0001,0.275584
1700000031000,instance-0001,0.275802
1700000032000,instance-0001,0.276041
1700000033000,instance-0001,0.276302
1700000034000,instance-0001,0.276583
1700000035000,instance-0001,0.276886
1700000036000,instance-0001,0.277212
1700000037000,instance-0001,0.277560
1700000038000,instance-0001,0.277931
1700000039000,instance-0001,0.278325
1700000040000,instance-0001,0.278742
1700000041000,instance-0001,0.279184
1700000042000,instance-0001,0.279649
1700000043000,instance-0001,0.280140
1700000044000,instance-0001,0.280654
1700000045000,instance-0001,0.281194
1700000046000,instance-0001,0.281759
1700000047000,instance-0001,0.282350
1700000048000,instance-0001,0.282966
1700000049000,instance-0001,0.283608
1700000050000,instance-0001,0.284276
1700000051000,instance-0001,0.284970
1700000052000,instance-0001,0.285691
1700000053000,instance-0001,0.286438
1700000054000,instance-0001,0.287212
1700000055000,instance-0001,0.288012
1700000056000,instance-0001,0.288840
1700000057000,instance-0001,0.289694
1700000058000,instance-0001,0.290576
1700000059000,instance-0001,0.291484
1700000060000,instance-0001,0.292419
1700000061000,instance-0001,0.293381
1700000062000,instance-0001,0.294371
1700000063000,instance-0001,0.295387
1700000064000,instance-0001,0.296430
1700000065000,instance-0001,0.297500
1700000066000,instance-0001,0.298596
1700000067000,instance-0001,0.299720
1700000068000,instance-0001,0.300869
1700000069000,instance-0001,0.302045
1700000070000,instance-0001,0.303247
1700000071000,instance-0001,1.200000
1700000072000,instance-0001,0.305729
1700000073000,instance-0001,0.307008
1700000074000,instance-0001,0.308313
1700000075000,instance-0001,0.309642
1700000076000,instance-0001,0.310997
1700000077000,instance-0001,0.312375
1700000078000,instance-0001,0.313778
1700000079000,instance-0001,0.315205
1700000080000,instance-0001,0.316655
1700000081000,instance-0001,0.318128
1700000082000,instance-0001,0.319624
1700000083000,instance-0001,0.321141
1700000084000,instance-0001,0.322681
1700000085000,instance-0001,0.324242
1700000086000,instance-0001,0.325824
1700000087000,instance-0001,0.327426
1700000088000,instance-0001,0.329049
1700000089000,instance-0001,0.330690
1700000090000,instance-0001,0.332351
1700000091000,instance-0001,0.334029
1700000092000,instance-0001,0.335726
1700000093000,instance-0001,0.337439
1700000094000,instance-0001,0.339170
1700000095000,instance-0001,0.340916
1700000096000,instance-0001,0.342677
1700000097000,instance-0001,0.344453
1700000098000,instance-0001,0.346243
1700000099000,instance-0001,0.348047
1700000100000,instance-0001,0.349863
1700000101000,instance-0001,0.351691
1700000102000,instance-0001,0.353530
1700000103000,instance-0001,0.355380
1700000104000,instance-0001,0.357239
1700000105000,instance-0001,0.359108
1700000106000,instance-0001,0.360985
1700000107000,instance-0001,0.362869
1700000108000,instance-0001,0.364760
1700000109000,instance-0001,0.366657
1700000110000,instance-0001,0.368559
1700000111000,instance-0001,0.370466
1700000112000,instance-0001,0.372376
1700000113000,instance-0001,0.374288
1700000114000,instance-0001,0.376203
1700000115000,instance-0001,0.378118
1700000116000,instance-0001,0.380034
1700000117000,instance-0001,0.381949
1700000118000,instance-0001,0.383862
1700000119000,instance-0001,0.385773
1700000120000,instance-0001,0.387681
1700000121000,instance-0001,0.389584
1700000122000,instance-0001,0.391482
1700000123000,instance-0001,0.393375
1700000124000,instance-0001,0.395260
1700000125000,instance-0001,0.397138
1700000126000,instance-0001,0.399007
1700000127000,instance-0001,0.400867
1700000128000,instance-0001,0.402716
1700000129000,instance-0001,0.404554
1700000130000,instance-0001,0.406380
1700000131000,instance-0001,0.408193
1700000132000,instance-0001,0.409992
1700000133000,instance-0001,0.411776
1700000134000,instance-0001,0.413545
1700000135000,instance-0001,0.415297
1700000136000,instance-0001,0.417031
1700000137000,instance-0001,0.418747
1700000138000,instance-0001,0.420444
1700000139000,instance-0001,0.422121
1700000140000,instance-0001,0.423777
1700000141000,instance-0001,0.425411
1700000142000,instance-0001,0.427023
1700000143000,instance-0001,0.428611
1700000144000,instance-0001,0.430176
1700000145000,instance-0001,0.431715
1700000146000,instance-0001,0.433228
1700000147000,instance-0001,0.434715
1700000148000,instance-0001,0.436174
1700000149000,instance-0001,0.437605
1700000150000,instance-0001,0.439007
1700000151000,instance-0001,0.440379
1700000152000,instance-0001,0.441721
1700000153000,instance-0001,0.443032
1700000154000,instance-0001,0.444311
1700000155000,instance-0001,0.445558
1700000156000,instance-0001,0.446771
1700000157000,instance-0001,0.447950
1700000158000,instance-0001,0.449095
1700000159000,instance-0001,0.450204
1700000160000,instance-0001,0.451278
1700000161000,instance-0001,0.452315
1700000162000,instance-0001,0.453315
1700000163000,instance-0001,0.454277
1700000164000,instance-0001,0.455202
1700000165000,instance-0001,0.456087
1700000166000,instance-0001,0.456934
1700000167000,instance-0001,0.457740
1700000168000,instance-0001,0.458507
1700000169000,instance-0001,0.459233
1700000170000,instance-0001,0.459917
1700000171000,instance-0001,0.460560
1700000172000,instance-0001,0.461161
1700000173000,instance-0001,0.461720
1700000174000,instance-0001,0.462236
1700000175000,instance-0001,0.462709
1700000176000,instance-0001,0.463138
1700000177000,instance-0001,0.463524
1700000178000,instance-0001,0.463866
1700000179000,instance-0001,0.464164
1700000180000,instance-0001,0.464417
1700000181000,instance-0001,0.464625
1700000182000,instance-0001,0.464788
1700000183000,instance-0001,0.464907
1700000184000,instance-0001,0.464980
1700000185000,instance-0001,0.465007
1700000186000,instance-0001,0.464989
1700000187000,instance-0001,0.464926
1700000188000,instance-0001,0.464816
1700000189000,instance-0001,0.464661
1700000190000,instance-0001,0.464461
1700000191000,instance-0001,0.464214
1700000192000,instance-0001,0.463922
1700000193000,instance-0001,0.463584
1700000194000,instance-0001,0.463200
1700000195000,instance-0001,0.462771
1700000196000,instance-0001,0.462296
1700000197000,instance-0001,0.461776
1700000198000,instance-0001,0.461211
1700000199000,instance-0001,0.460601
1700000200000,instance-0001,0.459946
1700000201000,instance-0001,0.459246
1700000202000,instance-0001,0.458502
1700000203000,instance-0001,0.457714
1700000204000,instance-0001,0.456881
1700000205000,instance-0001,0.456006
1700000206000,instance-0001,0.455086
1700000207000,instance-0001,0.454124
1700000208000,instance-0001,0.453120
1700000209000,instance-0001,0.452073
1700000210000,instance-0001,0.450984
1700000211000,instance-0001,0.449854
1700000212000,instance-0001,0.448683
1700000213000,instance-0001,0.447471
1700000214000,instance-0001,0.446219
1700000215000,instance-0001,0.444928
1700000216000,instance-0001,0.443597
1700000217000,instance-0001,0.442228
1700000218000,instance-0001,0.440821
1700000219000,instance-0001,0.439376
1700000220000,instance-0001,0.437894
